surveyid,variable,varname,description,classification,question,responses,values
cqwels_tlc_sep_2022,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Mandatory retirement policies, Having an early retirement plan, Your wish to stop working (e.g., “wanted time to enjoy life”), That your skill sets were outdated, Having began working at an early age, That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Don’t know, Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
cqwels_long_apr_2021,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"your age, your health, having to provide care to a family member or friend, having adequate retirement income, mandatory retirement policies, having an early retirement plan, that you were unemployed and not able to find a job, your wish to stop working, lagging behind in knowing how to use new technologies, that your job was downsized, that your workplace discriminated against older workers, wishing to pursue hobbies or other activities of personal interest, that your work was too physically demanding, not enjoy your work, other reason","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
cqwels_long_apr_2021,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", they gave out incentives to retire from toronto public health, covid, concern with aerosols, moved out of the area and my employer wouldnaTMt accommodate working from home due to the distance, our company announced they were going to keep 15% of our take home pay during the covid lay off. they had already cut our pay and hours at the beginning of the school year. then we were told we must clean and disinfect the bus ourselves with no added compensation. it just became so unpleasant to work there that i decided it wasnt worth it any more., plant closure, my husband, who did the consulting work, took his own life. yes, i blame trudeaus (and notleys) policies., to be with family - which necessitated a move for a couple of years, fracture in spine, jen avis marre de la panda©mie en milieu scolaire, at first it was because of the covid 19 we closed the school, and were layed off. it was during this time, that we decided to retire, otherwise, we would have kept working. would still be working., stress in the workplace led to burnout. i decided to retire and not return to work when covid outbreaks became more of a concern., mental and physical impairment, faculty cuts due to covid, business failed, unable to find other employment, saw the pandemic as a long term problem, and wanted those that needed the money more a chance to stay employed, covid made it impossible to support students in the way i had been helping them, academically and personally., i was provided an optional early retirement program. i was given a very short amount of time to assess it and decide whether to apply for it or not - which i decided to do. i was not sure such an opportunity would present itself again. i was actually surprised my application was accepted., i retired one year early because of the way my province was handling the pandemic in schools-i didnaTMt feel safe., sorry that was a mistake i didnt retire","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
cqwels_long_feb_2021,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Mandatory retirement policies, Having an early retirement plan, Your wish to stop working (e.g., “wanted time to enjoy life”), That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
cqwels_long_feb_2021,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", i would have continued work if not for covid-19, however, i am high risk, since i have only one lung, and decided that since my doctor advised me not to return to school because it was to risky, i decided to retire., given an $$$ to leave, covid made it impossible to provide the support to students as i had in the past. it was the push i needed to retire., work location changed from downtown toronto to oakville, making the commute longer, in heavier traffic., moved out of the area, poor pay, broken shifts, no way to avoid covid, no safety measures in place for drivers, poor management of company, company announced they would keep 15% of our pay during covid lay off., broke my back, i was offered an early retirement package., industry closed by parent company, covid-19 -i was already close to retirement so i decided to go early to avoid the craziness in schools this year. not worth risking my health because of the pitiful non-measures put in schools by the caq government., fear of covid interactions and wanted to enjoy life, covid-19 radically transformed the nature of my work, eliminating the fun aslects that i enjoyed. i always promised myself when i wasnt having fun anymore, i was out. that day came. 10 hour days 7 days a week cranking out everchanging directives to staff wasnt my thing. i am also under enormous pressure/strain worring about my eldest child who has develo ed a drug dependency and is not flourishing in the pandemic environment. i needed tl shift my focus., felt it was time and at my age was worried about covid. i didnt feel it was worth the risk to be teaching this year with all the stress.i was eligible to retire several years ago but wanted to stay., gyms were shut down, good time to stop teaching","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
cqwels_long_jun_2021,h1newretired2,retire_voluntary_new,pre-retirement occupation description,job structure,What was the main reason that you retired?,,
cqwels_long_jun_2021,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Having an early retirement plan, That you were unemployed and not able to find a job, Your wish to stop working (e.g., ?wanted time to enjoy life?), Wanting to start a different career or work part-time, That your skill sets were outdated, That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
cqwels_long_jun_2021,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", because of covid, my job would never be the same., covid, the fear of getting infected, fractured spine, i brought a bullying issue to hr and they discredited it, over and over. so while off on stress for the 3rd time for 2 1/2 yrs over a 20 yr span, they decided to pay me off, made me sign a non-disclosure so i cannot tell the truth because they do not want their management team and hr brought to light for what they did... not allowed to bring it to court either. what does that say about what happened!!!, i stopped working due to covid 19. however due to my health condition, where i have one lung, and going to school was much to risky, since i was able, i just retired, but may return to my job if i want to, once covid is under control and the risk is minimal., je n'ai pas arrete excepte mes cours comme professeur, moved out of area, my husband took his own life partially due to no work because of trudeau's ridiculous policies., offered a buy out do to the pandemic, ralentissement economique du a l'arnaque covid, the pandemic pushed me to retire early because i didn't (and don't now) trust the government response for keeping teachers safe., they offered a incentive to leave, too far to drive to work. office moved to almost 100km away from my home., workplace became to unsafe and incredibly demanding, covid, forced into it, let go due to restructure, lourdeur de la pandemie dans la vie scolaire, seasonal work only","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
cqwels_long_oct_2021,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Mandatory retirement policies, Having an early retirement plan, That you were unemployed and not able to find a job, Your wish to stop working (e.g., “wanted time to enjoy life”), Wanting to start a different career or work part-time, That your skill sets were outdated, Having began working at an early age, That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, CPP and tax rules, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
cqwels_long_oct_2021,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", was given an incentive, covid, covid. my job would never be the same because i had always been in close physical proximity to students to provide academic and emotional support., several things, my age, discouragement, fatigue, no longer needed the funds, main reason? not sure., after 37+ years in the industry and the self realizing the wear and tear on my body it was time to stop working also clients found alternative means for their hair care services it was time to pursue something new change is as good as a rest, the job disappeared when my husband took his own life. my job was supporting him and his job - making sure all the background stuff was taken care of, so he could do the job he needed to. sometimes i would have to drive to wherever he was to fix his computer or printer, or to change out vehicles for him, or other things. he was the company. without him, there was nothing but what ive had to do to close the company down., 2008 recession never fully recovered from it., company offered incentives for those over 65 to take a leave due to covid-19. i decided to permanently retire while i was on leave., facility closed, collegue incompetent et lourdeur liee aux mesures sanitaires dans un gymnase, covid vaccine mandate, mental health and trudeau changing tax rules, suffisamment dannees de service accumulees, my business partner (sister) and i broke up. i gave the business to her., la pandemie covid je ne pouvais plus donner de cours a domicile, covid decreased student enrolment","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
cqwels_long_apr_2020,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"your age, your health, having to provide care to a family member or friend, having adequate retirement income, having an early retirement plan, your wish to stop working, wanting to start a different career or work part-time, having began working at an early age, that your job was downsized, that your workplace discriminated against older workers, wishing to pursue hobbies or other activities of personal interest, that your work was too physically demanding, not enjoy your work, other reason","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
cqwels_long_apr_2020,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", no work , no taxes , just the way i like it . cant get ahead in canada , greed among politicians to great, plant closure, je suis artiste peintre en fait je n ai jamais arrete de travailler, avec les politiques de taxation ( impot ) il ne me sert plus a rien de travailler. assez est assez de payer de limpot sur les pensions !, covid 19","0, 1, 2, 3, 4, 5"
cqwels_long_aug_2020,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Mandatory retirement policies, Having an early retirement plan, That you were unemployed and not able to find a job, Your wish to stop working (e.g., “wanted time to enjoy life”), Wanting to start a different career or work part-time, That your skill sets were outdated, Having began working at an early age, That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, CPP and tax rules, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
cqwels_long_aug_2020,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", elementary teacher who was worried about lack of safe return covid plan for school. age and underlying health issues., i guess perhaps health but do to pandemic i did not want the risk of catching or bringing home the virus plus all that was going to be involved in my tasks at work to clean sanitize also i the loss of clients or not returning for my services do to covid 19 virus, i worked at a high school supporting students, and barely any were at school due to covid. with the uncertainty involved with educational services, i thought it was the right time for me to leave, still loving my job., laid off and given a severance package due to covid, pandemic-i was a grade 1 teacher approaching 60. unhappy with how back to school is being handled in quebec., the 2008 banking crisis - my law firm where i had worked for 22 years let many people go., workplace location moved further away. too far for a reasonable commute., commercial prawn seasons are not long enough, une artiste n arrete jamais de peindre","0, 1, 2, 3, 4, 5, 6, 7, 8, 9"
cqwels_long_dec_2020,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Having an early retirement plan, That you were unemployed and not able to find a job, Your wish to stop working (e.g., “wanted time to enjoy life”), That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
cqwels_long_dec_2020,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", covid-19 changed my duties so dramatically, no more ministerial travel, events, announcements, live media relations changed, it was no longer fun. i always promosed myself when work became no longer fun, i would leave. i have enough years of service for a full pension., fractured back, i was layed off due to covid, and enjoyed staying home, so i just retired, i am 66 so, it felt like i wanted to go into a different direction from the job that i had. i may look for another job in the future or create one. for now, i am enjoying my husband and all that we have accomplished together. we are happy and thankful for what we have. we are not wealthy by any means, but have enough left over at the end of the month to go camping or fishing if we wish, for example., i was off on long term disability for 2 1/2 yrs because so much stress over the 20 yrs employed there due to management verbal abuse, bullying, etc putting me in care of a psychiatrist. over course of yrs i was off 4 times for same reason and they decided it was time to move me to retirement instead of correcting the issues. otheres bullied too. many left. i was forced with a a contract not to disclose what happened during my time there and some payoff., i worked in education and my job would drastically change. wanted to leave while i still loved my job., not enough work hours so wasn't hired back, pandemic-i was a grade one teacher with one year left before retirement. i decided the financial penalty was worth it to avoid the risk. i feel that my provincial govt is doing a terrible job of mitigating risk in schools. i would not feel safe if i were to a school right now., was given a severance package to retire early because of covid-19, was offered an early retirement package from my employer that included maintaining my health care benefits until age 65., je travail par contrat et ce dernier est termine, mais je reprendrai en 2021, terminated","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
cqwels_long_jun_2020,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Mandatory retirement policies, Having an early retirement plan, Your wish to stop working (e.g., “wanted time to enjoy life”), Having began working at an early age, That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
cqwels_long_jun_2020,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", couldn't find work after returning to canada after several years abroad, end of contract, work was downsizing so i chose to retire so another person could stay working. was going to get other job but then decided not to work. had a contract for summer 2020 but cancelled due to covid 19. not as sharp as previously and my skills are getting rusty so decided to just retire. still have a valid licence so there is still a possibility that i might work part time but that is getting less likely. want to pursue leisure activities. lots of reasons!, fractured back and life not the same after. live with pain everyday., given a payout by employer because of covid 19. i was close to retirement., i work at at high school supporting students, and due to covid, there were barely any students.","0, 1, 2, 3, 4, 5"
cqwels_long_may_2020,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Having an early retirement plan, Your wish to stop working (e.g., “wanted time to enjoy life”), Wanting to start a different career or work part-time, Having began working at an early age, That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
cqwels_long_may_2020,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", can only work when we have a season opening, covid, covid 19, had enough, i was bullied by my female regional manager, my disability payments ceased and forced to retire, la confination je n ai pu donner mes cours","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_oct_2020,h1new,retire_reason,retirement reason,job quality,What was the main reason that you retired?,"Your age, Your health, Having to provide care to a family member or friend, Having adequate retirement income, Having an early retirement plan, That you were unemployed and not able to find a job, Your wish to stop working (e.g., “wanted time to enjoy life”), Wanting to start a different career or work part-time, That your skill sets were outdated, That your job was downsized, That your workplace discriminated against older workers, Wishing to pursue hobbies or other activities of personal interest, That your work was too physically demanding, Not enjoy your work (includes anything related to feeling dissatisfied with work), Other reason (Please specify), Prefer not to say","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
cqwels_long_oct_2020,h1newo,retire_reason_open,retirement reason other specify,job quality,What was the main reason that you retired?,", medically compromised due to covid-19, if things change next year, i will return to work. for now, i am retired for this year, see what happens next year., given a. early retirement package, covid meant that my job would never be the same working in education, early retirement package offere, back injury, i am only allowed to commercially fish for prawns for up to 6 weeks per year, therefore i am retired for 10 and 1/2 months, i was 1 year from retirement. i was an elementary teacher and am unhappy with how the govt handled the return during the pandemic so i decided to leave early to protect my health, forced...they would not accept my claim of continual harassment, mistreatment, yelling, accusations, eventually given tasks that others could not do and used it against me. and the list continues., had a small retail business that due to covid-19 and a huge increase in rent had to close.","0, 1, 2, 3, 4, 5, 6, 7, 8, 9"
cqwels_long_apr_2021,g1aneww9other,businessclosed_other,business closure reason other,job quality,What was the main reason the business closed or went under?,,
cqwels_long_feb_2021,g1aneww9,businessclosed_open,former job title open text,job quality,What was the main reason the business closed or went under?,"COVID-19, Something else (please specify):, Don’t know, Prefer not to answer","0, 1, 2"
cqwels_long_feb_2021,g1aneww9other,businessclosed_other,business closure reason other,job quality,What was the main reason the business closed or went under?,,
cqwels_long_jun_2021,g1aneww9other,businessclosed_other,business closure reason other,job quality,What was the main reason the business closed or went under?,,
cqwels_long_oct_2021,g1aneww9other,businessclosed_other,business closure reason other,job quality,What was the main reason the business closed or went under?,,
cqwels_long_apr_2020,g1anew,businessclosed_open,former job title open text,job quality,What was the main reason the business closed or went under?,", we are a third party supplier and the first party closed some stores, covid and poor sales, owner retired, covid, real estate office, inability to conduct normal business operations, closed department to try and save main company, covid19, corona-19","0, 1, 2, 3, 4, 5, 6, 7, 8"
cqwels_long_aug_2020,g1anew,businessclosed_open,former job title open text,job quality,What was the main reason the business closed or went under?,", because of covid, all cruise service stopped, client changed their business model thus our services were no longer required, covid-19, declining sales and a shift in focus from brick and mortar stores to online sales. over 100 stores across canada we're closed, mine being one of them, it was the printing department that was closed as part of a restructuring plan of the main stationary office supply company., my branch of the business was not deemed profitable or was seen as a waste. not sure. head office was not transparent, now the company has obviously fewer customers than last year, so it still hasn't kept on opening normally., owner retired and no one to take over busy, poor economy for selling products, loss of, idk the word, to continue to push ahead. feeling defeated., regular summer closure, retard de paiement du loyer commercial, tout les plateau de tournage ont fermer apres le covid 19, usa take over, les bureaux ont fermes totalement, virus landlord","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
cqwels_long_dec_2020,g1anew,businessclosed_open,former job title open text,job quality,What was the main reason the business closed or went under?,", covid, covid killed the live entertainment industry, covid 100%, covid prohibits line of work, economic downturn worsened by the covid-19 pandemic., lack of sales and payments from customers., my husband was the business, he's now dead. i will still have to do all the bookkeeping, liquidate the few assets the company had, etc. until i can permanently close the business, all without pay. for the past several months, we have been cashing in rrsp's to live and to keep the company afloat, but that's all a waste now., owner retired, printing department closed due to shrinking print industry, not needed anymore., slow sales across all brick and mortar stores., they didn't actually go under yet, but laid off many staff to avoid going under. they are still limping along with the minimum of workers., travail saisonnier, usa takeover, bureau ferme la plupart du temps - manque de travail","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
cqwels_long_may_2020,g1anew,businessclosed_open,former job title open text,job quality,What was the main reason the business closed or went under?,", covid-19 government shut down, closed down by the governement., covid, covid 19, covid-19, covid19 bullshit, no work, owner retired, revenu a la baisse dans la categorie, stores stopped paying bills because they were closed. we have no income and our product expiry date is fast approaching. we give up :(, due to covid 19, no personal contact so couldnt not teach., owed too much money","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
cqwels_long_oct_2020,g1anew,businessclosed_open,former job title open text,job quality,What was the main reason the business closed or went under?,", client changed thier business model and we were no longer needed, covid-19 and poor planning from the government., department of larger company closed to reduce costs., end of sales of product, it didn't really close, but vendor markets stopped, tourists are gone, music students stopped, and performances stopped., it was one campus of a larger network of education and was deemed not profitable enough to keep running right before the pandemic hit, la serie est completer donc je ne suis plus engager, loi quebec restauration, moved operations to usa, owner retired, the liberals killed it, usa takeover, insufficient income, not sustainable as a business, parce que les gens ne voyagent pas donc pas de travail, unsure, a cause de la covid-19, l'industrie du voyage est au point mort depuis le 13 mars dernier.","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
cqwels_tlc_oct_2025,g1new1,notworking_reason,job exit reason,job quality,What was the main reason why you stopped working at that job?,"Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved, Other (please specify)","0, 1, 2, 3, 4, 5, 6, 7, 8"
cqwels_tlc_mar_2022,g1new1,notworking_reason,job exit reason,job quality,What was the main reason why you stopped working at that job?,"Business closed/went under , Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed , Quit , Stress, health problems, disability/injury, accident, fatigue , Family care (e.g., pregnancy, took time off to care for children, family, or relatives) , Went back to school; additional training , Moved , Other (please specify)","0, 1, 2, 3, 4, 5, 6, 7, 8"
cqwels_long_apr_2021,g1new,notworking_reason,job exit reason,job quality,What was the main reason why you stopped working at that job?,"business closed/went under, permanently laid off or let go, temporarily laid off; work was suspended; furloughed, quit, stress, health problems, disability/injury, accident, fatigue, family care, went back to school; additional training, moved","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_jun_2021,g1newwave9,occup_notworking,reason stopped working,job structure,What was the main reason why you stopped working at that job?,"<strong>Professional and technical</strong> (for example: doctor, teacher/education, engineer, accountant, nurse), <strong>Higher administrative</strong> (for example: banker, executive in business, high government official), <strong>Clerical</strong> (for example: secretary, clerk, office manager, civil servant, bookkeeper), <strong>Sales</strong> (for example: sales manager, shop owner, shop assistant, insurance agent, buyer), <strong>Service</strong> (for example: restaurant owner, law enforcement, waitress, barber, caretaker), <strong>Skilled worker/labourer</strong> (for example: mechanic, printer, electrician, bus driver, carpenter, baker, fac, <strong>Farm worker</strong> (for example: farm labourer, tractor driver), <strong>Something else </strong>","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_tlc_mar_2022,g1newo,notworking_reason_open,job exit reason open text,job quality,What was the main reason why you stopped working at that job? [OTHER SPECIFY],,
cqwels_tlc_oct_2023,g1new1,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off.","Business closed/went under , Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed , Quit , Stress, health problems, disability/injury, accident, fatigue , Family care (e.g., pregnancy, took time off to care for children, family, or relatives) , Went back to school; additional training , Moved , Other (please specify)","0, 1, 2, 3, 4, 5, 6, 7, 8"
cqwels_tlc_oct_2023,g1newo,notworking_reason_open,job exit reason open text,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off.",", back injury due to long covid, business was sold, no current employees were kept by new owner., contract ended, covid bullshit, decided to close our company. real estate too unstable to invest in, cost of renovations going up too much., end of contract, fin de saison, travail saisonnier, fired becuase of lack of proper work for me to do, fixed contract ended., forced out of my career of 15 years due to the covid vaccine mandate., havent worked in a few years due to becoming a caregiver for my father in law., health issues - on disability, housing market became insecure, illegally terminated during pandemic, it was a contract, medical leave due to pregnancy, procedures changed that didnt work for me., recovering from surgery, short term disability (surgery), striking (union), took stress leave but returning to work next week., wga & sag-aftra strikes in the usa has shut down work, writers guild of america (wga) and screen actors guild (sag) job actions and strikes put canadian film workers out of work since the beginning of 2023., injury, needed a surgery, still enployed by them, on leave now due to a burn out and also grieving my mother","0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26"
cqwels_long_apr_2021,g1cneww9,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off. What was the main reason the business closed or went under?","covid-19, something else :","0, 1"
cqwels_long_apr_2021,g1dneww9,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off. What was the main reason the business closed or went under?","covid-19, something else :","0, 1"
cqwels_long_feb_2021,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off. What was the main reason the business closed or went under?","Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_feb_2021,g1anew,businessclosed_open,former job title open text,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off. What was the main reason the business closed or went under?",,0
cqwels_long_jun_2021,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off. Family care (e.g., pregnancy, took time off to care for children, family, or relatives) [G1A_NEW] [G1A_NEW_W9] What was the main reason the business closed or went under?","Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_oct_2021,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off. Business closed/went under Permanently laid off or let go Temporarily laid off; work was suspended; furloughed Quit Stress, health problems, disability/injury, accident, fatigue Family care (e.g., pregnancy, took time off to care for children, family,","Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_apr_2020,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off.","business closed/went under, permanently laid off or let go, temporarily laid off; work was suspended; furloughed, quit, stress, health problems, injury, accident, fatigue, family care, went back to school; additional training, moved, other","0, 1, 2, 3, 4, 5, 6, 7, 8"
cqwels_long_aug_2020,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off.","Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_dec_2020,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off.","Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_jun_2020,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off.","Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved","0, 1, 2, 3, 4, 5, 6, 7"
cqwels_long_may_2020,g1new,notworking_reason,job exit reason,job quality,"What was the main reason why you stopped working at that job? Note: If your answer includes ""due to COVID-19,"" please select the specific answer that best describes what happened. For example: business closed OR you were permanently laid off OR temporarily laid off.","Business closed/went under, Permanently laid off or let go, Temporarily laid off; work was suspended; furloughed, Quit, Stress, health problems, disability/injury, accident, fatigue, Family care (e.g., pregnancy, took time off to care for children, family, or relatives), Went back to school; additional training, Moved","0, 1, 2, 3, 4, 5, 6, 7"
